350
86.1023,95.9534,71.1884
32.6385,72.2168,65.5243
92.7673,86.203,70.7672
89.566,57.3914,44.2444
66.1377,85.4492,21.9574
17.8009,34.5581,96.698
92.1814,19.5557,75.5341
24.5972,93.9972,44.3878
76.0681,36.5204,6.75049
14.3463,37.0178,96.5759
43.2617,43.4387,24.3256
86.8103,84.61,70.163
86.38,20.9259,56.9031
12.5366,95.517,76.9318
10.0006,54.184,81.7444
99.8444,71.8079,60.6232
0.0762939,0.201416,15.5243
8.48694,94.2352,45.5536
72.5311,19.7388,24.3561
86.6821,35.083,70.5475
47.0306,17.7338,34.491
29.6478,11.0718,70.8069
9.40247,92.4622,56.3263
26.6205,13.0157,80.011
94.1315,45.2637,45.5566
96.7072,54.068,40.6494
69.9249,89.2914,93.9178
53.0182,9.62524,8.45947
22.4304,61.9629,12.2559
53.4241,95.0989,69.1315
3.58887,40.8813,56.2714
67.9535,28.5736,26.8585
86.0992,96.0297,94.2291
82.6996,36.5204,61.0229
77.063,0.592041,36.7737
21.4874,61.734,92.5751
95.7062,35.1593,84.3292
88.6627,53.067,74.0509
32.9468,3.71704,38.0066
15.921,8.03528,49.7528
19.577,98.1659,78.1769
48.4711,71.8231,32.9559
0.463867,52.3041,51.5625
34.2072,68.8324,48.2147
27.1362,21.6644,69.1986
36.3525,95.1691,20.8466
68.7256,15.7471,16.5527
9.53369,39.3402,71.5607
65.1398,90.6403,35.257
27.3743,69.8517,44.5831
9.50928,66.5924,7.92847
78.186,67.8955,59.1431
82.3273,53.6102,51.7548
16.5924,84.436,44.5343
18.2312,92.0959,53.3264
37.5183,95.9015,33.7463
27.9297,98.1781,86.853
72.168,69.9585,2.70081
18.0511,62.2528,45.5719
90.0146,90.7318,12.3932
68.1854,87.1521,20.3552
99.2065,66.5375,50.6866
27.8229,15.976,35.1013
50.8057,65.033,59.2072
64.743,58.5724,10.1471
37.5397,10.202,42.5903
62.7594,85.9344,28.1281
87.3596,10.791,65.036
6.79626,24.3744,27.6733
50.0793,98.4711,45.7397
88.1012,90.8783,25.6714
11.9324,63.8794,70.105
55.6946,31.7078,96.1121
2.71912,64.3127,92.0868
88.7695,17.7094,56.6681
42.0624,3.11584,10.5621
59.1217,29.1931,99.353
84.5978,74.8108,2.72522
66.3696,60.5713,83.6151
13.7573,31.5155,64.0717
5.73425,30.1178,47.5281
60.6323,18.6981,21.2463
46.9147,65.0146,65.3687
47.9248,26.9806,2.19116
10.6628,23.0682,3.6438
8.25195,65.4419,95.7611
97.3358,6.46973,95.7123
76.6418,39.1449,3.79639
77.3254,39.9872,82.7301
70.4498,85.0922,74.7925
52.655,59.3323,72.1466
98.6328,79.0497,29.2877
89.09,39.6729,6.51855
84.2926,63.0035,90.741
84.8267,91.098,25.8392
20.5627,46.9299,66.1621
66.2262,23.2208,6.28052
72.2321,58.3069,99.6613
23.2086,38.8947,61.8317
91.1163,61.7981,43.7897
1.31531,16.4001,28.4973
70.5231,37.1552,62.8143
71.3562,87.4146,61.0657
